"gene_id","WT.1_count","WT.2_count","WT.3_count","KO.1_count","KO.2_count","KO.3_count","WT.12h.1_count","WT.12h.2_count","WT.12h.3_count","WT.24h.1_count","WT.24h.2_count","WT.24h.3_count","KO.12h.1_count","KO.12h.2_count","KO.12h.3_count","KO.24h.1_count","KO.24h.2_count","KO.24h.3_count"
"C2R79_RS00015",5,5,10,6,4,2,3,0,3,1,1,0,1,1,1,2,0,1
"C2R79_RS00020",12,11,19,12,25,23,90,34,39,26,21,24,22,21,27,12,24,24
"C2R79_RS00025",7,10,16,7,10,8,258,141,197,115,70,94,77,87,99,122,121,74
"C2R79_RS00030",32,27,54,110,143,97,1610,954,1325,841,873,903,854,694,819,414,350,375
"C2R79_RS00035",72,75,146,99,106,88,1606,990,1257,967,894,1139,764,592,846,699,554,591
"C2R79_RS00040",257,257,437,262,402,264,647,389,347,646,594,620,402,353,432,690,461,643
"C2R79_RS00045",359,353,646,479,615,456,1023,596,655,626,511,599,480,438,551,704,547,545
"C2R79_RS00050",186,158,341,283,419,275,4265,2681,3288,1316,1391,1431,1786,1645,1997,1735,1463,1555
"C2R79_RS00055",16,29,39,38,53,24,7,6,6,2,11,1,8,8,6,7,6,3
"C2R79_RS00060",170,158,332,423,599,473,119,85,98,93,63,73,78,131,124,147,75,102
"C2R79_RS00065",96,103,164,32,47,30,187,99,103,78,65,89,67,57,68,59,67,67
"C2R79_RS00070",24322,23211,41754,23388,33050,23702,8120,5247,6062,8412,8475,9017,4136,3958,4505,9024,6013,7199
"C2R79_RS00075",305,300,532,524,796,456,94,52,42,93,58,72,36,27,49,56,29,40
"C2R79_RS00080",146,187,284,443,616,427,415,259,328,181,194,201,193,145,204,161,110,142
"C2R79_RS00085",1330,1310,2358,834,1145,798,2788,1823,2099,2105,2168,2402,1428,1346,1522,2427,1941,1940
"C2R79_RS00090",1794,1556,2928,1867,2519,1610,8743,5791,6677,7485,7995,8644,3491,3393,3992,4949,3664,3889
"C2R79_RS00100",559,498,931,362,485,290,621,439,549,530,434,497,351,303,319,385,323,336
"C2R79_RS00105",1935,1787,3312,1603,2428,1566,3576,2348,2780,3168,3188,3788,1617,1605,1828,3414,2736,2725
"C2R79_RS00110",978,880,1614,1093,1453,1011,9573,5780,6767,3791,3703,4374,4272,3950,4613,4052,3078,3680
"C2R79_RS00115",10375,9759,17955,13635,19170,12956,6745,4363,5145,5966,5546,6599,3712,3437,3894,7174,5068,5770
"C2R79_RS00125",215,174,377,279,343,215,2150,1259,1572,954,931,1086,446,374,468,498,402,491
"C2R79_RS00130",2467,2369,4146,2411,3348,2164,3768,2235,2628,3349,3178,3583,1518,1562,1938,3313,2476,2806
"C2R79_RS00135",710,663,1254,941,1344,941,3225,1829,2245,1144,1120,1353,1392,1248,1685,1595,1097,1221
"C2R79_RS00140",643,578,1109,968,1376,879,3727,2476,2875,1603,1696,1770,1515,1631,1989,2142,1852,1815
"C2R79_RS00145",1060,931,1770,1266,1678,1276,2449,1705,2021,1166,1229,1398,1177,1061,1314,1510,1214,1227
"C2R79_RS00150",1681,1593,2905,1517,2075,1469,7713,5255,6254,3723,3744,4245,3285,3021,3631,3340,2743,3074
"C2R79_RS00155",194,198,388,263,383,246,1412,898,1178,742,743,845,683,660,760,367,280,351
"C2R79_RS00160",2949,2815,4908,2064,2986,1926,2795,2047,1947,2122,1971,2280,1330,1370,1484,2160,1522,1526
"C2R79_RS00170",52,34,57,68,74,84,320,234,207,183,203,187,148,156,185,170,94,108
"C2R79_RS00175",6,8,15,11,16,16,41,29,36,16,14,20,38,23,34,17,13,11
"C2R79_RS00185",40,43,79,74,96,50,604,396,435,236,220,247,265,219,305,244,173,152
"C2R79_RS00190",68,75,171,148,178,134,687,433,519,584,543,581,380,314,419,486,364,447
"C2R79_RS00195",396,339,603,503,836,519,2780,1913,2081,2358,2425,2777,1334,1235,1514,2284,1865,1976
"C2R79_RS00200",147,120,241,709,964,629,545,332,411,471,499,533,528,467,551,686,574,573
"C2R79_RS00205",21,11,31,61,51,44,3,7,0,3,5,6,5,2,1,0,2,0
"C2R79_RS00210",141,129,227,234,347,199,3988,2319,2870,1970,1751,2284,1956,1690,2291,2019,1396,1656
"C2R79_RS00215",50,60,109,73,90,50,160,121,129,64,62,69,73,73,91,93,82,61
"C2R79_RS00220",239,207,390,261,331,248,981,742,767,355,382,392,499,532,495,498,470,408
"C2R79_RS00225",32,27,60,40,57,33,310,222,279,133,123,115,115,144,133,114,92,119
"C2R79_RS00230",33,22,70,42,73,33,40,43,41,16,11,20,30,16,20,21,23,9
"C2R79_RS00240",33,20,55,20,17,14,361,227,251,270,269,271,171,135,151,214,208,160
"C2R79_RS00245",1590,1444,2695,1484,2071,1334,717,533,532,493,445,607,355,300,333,524,424,385
"C2R79_RS00250",535,497,1000,791,1111,776,4388,2738,2974,2856,3074,3375,1746,1832,2057,3183,2600,2610
"C2R79_RS00255",1209,1189,2118,376,616,364,3167,2032,2049,1745,1980,2213,977,1159,1281,1238,995,1018
"C2R79_RS00260",630,550,1021,183,265,163,2547,1291,1740,1519,1483,1761,660,602,823,721,529,629
"C2R79_RS00265",113,126,211,31,54,35,233,122,162,111,112,106,63,77,81,63,51,75
"C2R79_RS00270",240,218,439,375,456,294,2371,1548,1855,1358,1381,1499,1187,1112,1292,1407,1172,1253
"C2R79_RS00275",31,27,39,34,47,23,143,75,108,43,48,40,77,60,78,72,53,68
"C2R79_RS00280",19,40,71,34,53,51,1,2,3,0,0,1,0,0,1,0,0,1
"C2R79_RS00285",219,227,361,244,341,258,1380,901,1080,595,580,605,704,584,684,561,505,514
"C2R79_RS00290",129,126,231,160,238,157,865,433,622,170,176,188,350,285,393,186,132,180
"C2R79_RS00295",471,433,794,815,1066,762,1566,946,1159,809,745,885,657,562,759,892,648,789
"C2R79_RS00300",6,4,11,5,8,6,27,11,20,8,7,5,10,6,10,9,5,8
"C2R79_RS00305",2885,2815,5112,2408,3428,2417,7188,4668,5390,4547,5077,5150,2925,2568,3525,4444,3168,3036
"C2R79_RS00310",11789,11091,19982,11796,16113,11061,22182,13962,16085,12545,12086,13300,8913,7739,10737,11375,7928,8397
"C2R79_RS00315",346,358,623,463,679,471,1868,1152,1312,979,907,990,558,477,758,446,314,380
"C2R79_RS00320",50,69,100,120,189,131,71,46,51,64,38,37,39,26,47,37,26,13
"C2R79_RS00325",1173,1139,2112,1554,2321,1417,8015,5244,6134,5316,5321,6077,3375,3263,3806,4125,3230,3391
"C2R79_RS00330",2517,2525,4414,5454,7660,5397,2814,1821,1882,2810,2539,2989,1913,1800,2151,3409,2394,2889
"C2R79_RS00335",5777,5393,9683,10649,14716,9530,7023,4846,5441,7604,7477,8694,4721,4627,5171,12373,9130,9655
"C2R79_RS00340",52,52,71,94,143,99,278,219,241,249,227,252,120,113,135,100,88,90
"C2R79_RS00345",350,361,631,349,484,297,892,655,726,854,849,805,419,359,449,540,399,449
"C2R79_RS00350",101,82,172,152,224,122,270,163,171,137,111,141,112,103,134,152,103,153
"C2R79_RS00355",273,301,513,455,620,420,1074,783,741,729,696,778,475,372,454,673,556,561
"C2R79_RS00360",269,277,446,173,284,206,3,1,3,6,3,4,0,4,1,7,8,2
"C2R79_RS00370",3164,3071,5243,3413,4693,3171,4672,2895,3631,2889,3225,3424,2312,2045,2359,4000,2617,3176
"C2R79_RS00375",207,218,372,310,459,236,511,317,382,307,245,216,225,204,266,174,136,246
"C2R79_RS00380",712,719,1203,1044,1601,960,5389,3153,3676,1709,1816,2036,2406,2234,2874,2612,1698,2194
"C2R79_RS00385",242,235,377,357,479,350,3576,1938,2369,867,926,1061,1376,1326,1687,1249,843,1069
"C2R79_RS00390",55,62,110,141,152,101,1948,937,1267,336,314,346,683,636,894,513,269,429
"C2R79_RS00395",8,5,5,4,16,6,184,80,111,16,9,13,75,75,91,31,13,19
"C2R79_RS00400",469,461,833,392,540,366,433,296,324,608,495,623,183,198,267,505,354,386
"C2R79_RS00405",970,846,1601,570,843,553,394,243,292,647,650,673,200,173,223,496,345,425
"C2R79_RS00410",1604,1553,2648,1461,1937,1335,3038,2220,2412,4162,3984,4662,1860,1812,1966,4579,3983,3681
"C2R79_RS00415",23,24,60,16,29,11,140,77,115,110,142,159,39,61,48,71,35,59
"C2R79_RS00425",499,465,840,234,334,225,898,609,651,838,894,998,395,340,414,747,639,599
"C2R79_RS00430",24,22,48,41,55,39,50,30,42,40,29,30,31,24,22,49,27,29
"C2R79_RS00435",3,6,15,8,23,14,56,31,46,35,29,30,27,29,40,25,18,19
"C2R79_RS00440",195,191,332,111,144,94,2988,2251,2319,1878,1967,2308,1511,1348,1611,1684,1346,1303
"C2R79_RS00445",109,124,224,53,79,52,335,215,293,236,207,229,126,136,182,137,99,137
"C2R79_RS00450",317,342,564,189,233,150,855,635,625,748,645,792,368,320,406,539,367,495
"C2R79_RS00455",1366,1235,2272,2260,3086,2167,3559,2117,2588,3948,4107,4786,2220,2077,2459,4456,2979,3949
"C2R79_RS00460",132,163,262,128,178,120,83,48,77,46,32,39,27,25,42,45,16,28
"C2R79_RS00465",425,292,570,318,461,262,4706,2850,3331,1496,1496,1646,1766,1680,2245,1696,1387,1438
"C2R79_RS00470",677,725,1299,510,732,453,6380,4338,4509,3330,3238,3885,2409,2232,2664,2610,2223,2069
"C2R79_RS00475",67,49,103,156,227,139,376,207,231,95,81,75,167,156,195,119,72,101
"C2R79_RS00480",636,643,1198,1725,2397,1563,4794,3249,3467,2023,1885,2180,3115,3189,3503,3452,3169,3103
"C2R79_RS00485",846,854,1447,1293,1777,1168,2365,1532,1723,986,1096,1016,1044,1042,1260,1175,905,981
"C2R79_RS00490",809,771,1387,1383,2026,1334,9558,5992,6562,3088,2923,3603,3819,3742,4504,3707,3180,3215
"C2R79_RS00495",366,324,612,940,1348,942,3918,2331,3065,1887,2245,2442,1683,1614,1993,2682,2247,2203
"C2R79_RS00500",71,101,138,146,252,151,39,23,32,28,26,18,21,26,39,24,21,18
"C2R79_RS00505",666,684,1168,610,894,663,611,391,454,503,443,468,268,265,346,465,337,337
"C2R79_RS00510",69,81,118,42,57,36,425,254,265,103,117,114,110,96,85,113,54,53
"C2R79_RS00515",56,46,89,23,28,27,103,56,79,36,33,28,17,20,45,17,17,19
"C2R79_RS00520",315,313,546,49,60,39,100,98,109,40,33,40,29,35,41,25,18,27
"C2R79_RS00525",16122,15629,27094,1445,1995,1308,8922,6344,6620,3003,2687,2807,1629,1603,1692,807,647,735
"C2R79_RS00535",3175,2887,5240,4814,6874,4353,2530,1667,2054,1553,1791,1977,1448,1195,1525,1730,1693,1416
"C2R79_RS00540",48,58,84,55,57,46,3,3,4,10,14,8,7,7,7,11,1,10
"C2R79_RS00545",2900,2995,5197,771,1220,685,231,157,122,160,125,134,38,27,41,52,27,35
"C2R79_RS00550",46505,43629,77445,12164,17271,11700,38624,26592,29656,41625,40265,45750,6088,5229,7091,7884,5629,6521
"C2R79_RS00555",551032,518824,948936,178545,251718,172345,203603,157002,159579,260695,245373,284515,29814,28167,33275,50169,38639,41618
"C2R79_RS00560",250,235,389,299,350,221,13768,7922,9338,9258,9638,10801,5510,4861,6474,14325,10065,11566
"C2R79_RS00565",118,123,191,93,105,92,158,137,130,108,93,115,77,125,91,115,73,88
"C2R79_RS00575",256,234,405,243,334,260,385,279,323,392,400,372,165,180,208,244,217,219
"C2R79_RS00580",3,4,4,4,10,3,20,11,14,10,11,5,9,9,4,9,16,7
"C2R79_RS00585",364,377,700,523,666,388,1682,1055,1307,642,573,712,752,704,819,862,755,674
"C2R79_RS00590",1449,1393,2403,2395,3325,2266,3069,2058,2174,2261,2186,2455,1569,1403,1731,2052,1786,1793
"C2R79_RS00595",968,1013,1795,501,723,443,701,460,553,427,424,500,308,264,331,433,321,369
"C2R79_RS00600",2960,2978,5200,1501,2110,1501,795,559,634,608,595,657,323,396,352,519,383,452
"C2R79_RS00605",25434,24110,44248,16359,22536,15631,24959,17267,18319,21437,21779,26335,11258,10586,12176,20743,15998,16991
"C2R79_RS00610",23453,22520,40781,16928,23865,16224,3733,2662,2784,4214,4185,4535,1787,1765,2003,3541,2645,2974
"C2R79_RS00615",1913,1806,3245,1725,2508,1704,997,619,689,1158,1223,1285,430,383,494,673,508,630
"C2R79_RS00620",44,53,81,87,97,61,286,175,185,158,154,166,124,120,142,116,69,130
"C2R79_RS00625",987,995,1671,1438,1899,1286,2306,1440,1761,2785,2622,2818,1203,1291,1546,2538,2001,2097
"C2R79_RS00635",96,94,144,110,186,134,174,87,101,122,110,123,139,95,128,163,80,137
"C2R79_RS00645",64,46,88,115,136,62,955,576,683,686,705,744,500,460,545,647,512,558
"C2R79_RS00650",8,6,16,2,9,5,233,88,155,83,91,103,93,89,103,82,69,89
"C2R79_RS00655",1875,1756,3346,1909,2694,1835,2288,1530,1719,1778,1581,1783,1187,1135,1300,1533,1146,1264
"C2R79_RS00665",2,0,4,2,6,9,35,15,35,40,43,38,20,14,16,12,2,8
"C2R79_RS00670",98,90,174,72,94,56,154,137,126,239,121,195,83,71,80,140,111,122
"C2R79_RS00675",4407,4235,7930,2749,3789,2536,1376,1020,1170,1283,1120,1180,640,555,681,966,683,734
"C2R79_RS00680",47956,45017,80377,51705,72665,50266,145650,96019,105274,95029,93428,108649,48104,48258,53302,56725,43023,46204
"C2R79_RS00685",419,401,690,905,1217,759,3500,2201,2474,1377,1257,1410,910,883,1045,356,289,316
"C2R79_RS00690",0,1,0,2,5,7,0,4,2,2,1,1,4,0,4,1,0,1
"C2R79_RS00695",3,4,3,7,4,5,57,36,43,60,38,61,20,24,12,21,20,31
"C2R79_RS00700",5,5,7,4,19,7,83,65,86,99,88,77,50,33,36,47,67,30
"C2R79_RS00715",30113,28129,50879,21195,29439,20458,44204,30494,32848,76530,78102,88883,16629,16938,19167,39310,30616,29993
"C2R79_RS00720",9181,8933,15673,6803,9904,6759,14694,9225,10640,16444,14145,16409,5309,4946,6050,8143,5822,6454
"C2R79_RS00725",3088,2943,5433,2802,3899,2527,14931,8944,10985,11897,11891,12971,5135,4278,5643,5862,4160,4448
"C2R79_RS00730",26,20,25,34,46,28,44,21,27,36,22,18,10,12,22,22,11,14
"C2R79_RS00735",17,22,38,35,56,37,52,30,33,34,28,17,19,9,22,30,12,17
"C2R79_RS00740",52,45,72,57,69,55,91,89,65,35,34,33,60,58,69,67,50,44
"C2R79_RS00745",442,442,814,427,594,454,450,340,355,392,369,395,214,227,201,317,228,242
"C2R79_RS00750",320,304,499,304,437,316,194,112,164,160,180,171,101,79,77,134,73,97
"C2R79_RS00755",1626,1540,2941,2770,3729,2509,4303,2594,3279,3602,3505,3934,1773,1691,2112,2987,1927,2489
"C2R79_RS00760",324,342,574,385,624,421,107,64,56,120,70,95,51,30,48,69,41,46
"C2R79_RS00765",64,61,106,215,332,231,113,75,75,75,131,108,75,72,80,162,86,110
"C2R79_RS00770",1155,1141,2073,3880,5373,3562,4584,2740,3240,4567,4410,4978,2621,2797,2995,5132,4137,4592
"C2R79_RS00775",63,54,91,118,173,93,1351,801,970,454,393,474,587,584,714,325,293,327
"C2R79_RS00780",2,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0
"C2R79_RS00785",822,720,1342,1604,2151,1545,1775,964,1297,574,533,635,860,661,839,353,304,296
"C2R79_RS00790",66,73,136,208,278,179,909,477,619,230,272,263,403,298,406,196,143,217
"C2R79_RS00795",107,89,201,99,155,88,554,301,406,145,148,202,217,228,261,245,165,154
"C2R79_RS00800",574,500,858,496,727,524,4941,2859,3400,2159,2131,2374,1753,1523,1813,1714,1583,1546
"C2R79_RS00805",594,592,1154,570,757,536,2130,1342,1594,1581,1583,1691,867,879,977,1277,976,1034
"C2R79_RS00810",673,634,1122,747,1016,685,2910,2001,2160,1898,1865,2159,1527,1445,1471,2053,1734,1835
"C2R79_RS00815",174,166,281,199,261,200,639,391,456,302,298,360,217,210,260,228,205,198
"C2R79_RS00820",436,448,802,654,964,636,1811,939,1170,1062,1000,1195,669,559,799,904,617,869
"C2R79_RS00825",1033,1005,1705,1081,1534,1102,1225,870,925,962,834,951,521,480,493,536,476,449
"C2R79_RS00835",1320,1287,2085,981,1297,900,1184,622,798,807,784,914,430,362,501,704,446,559
"C2R79_RS00840",2936,2972,5442,2087,2830,2011,1464,947,1117,1165,1192,1334,530,511,587,1039,794,777
"C2R79_RS00845",1278,1269,2294,817,1188,704,2377,1442,1602,1843,1687,1832,805,737,862,1297,961,1142
"C2R79_RS00850",118,121,230,65,102,69,459,308,354,172,189,193,131,143,184,181,161,158
"C2R79_RS00855",163,160,304,115,169,121,558,356,374,233,186,245,207,186,195,205,166,161
"C2R79_RS00860",113,97,185,100,132,104,589,258,390,376,369,441,135,97,195,328,171,268
"C2R79_RS00865",369,348,655,265,422,288,1383,866,1022,1185,1197,1326,516,383,588,775,567,628
"C2R79_RS00870",87,72,129,64,102,52,172,129,136,148,122,128,76,57,70,65,53,73
"C2R79_RS00875",109,94,168,197,259,183,155,99,72,42,48,31,55,55,74,24,21,20
"C2R79_RS00880",97,79,196,205,290,175,2090,1271,1516,470,544,624,820,793,885,491,476,438
"C2R79_RS00885",11,11,21,25,36,19,429,277,308,115,110,88,166,116,159,56,70,62
"C2R79_RS00890",475,448,750,698,1042,694,5809,3562,4197,2153,2203,2556,2299,2053,2666,2008,1366,1711
"C2R79_RS00895",1194,1078,2015,1121,1593,998,6260,3938,4700,3898,3961,4571,2504,2320,3010,3736,2857,3109
"C2R79_RS00900",638,566,1071,536,700,499,1276,853,1062,1168,1047,1334,574,485,560,611,513,529
"C2R79_RS00905",882,850,1529,1263,1771,1170,351,253,244,219,192,206,114,135,164,121,80,89
"C2R79_RS00915",459,464,906,555,731,501,787,490,655,624,611,667,339,228,299,277,259,244
"C2R79_RS00920",960,934,1536,991,1401,1002,8049,5636,6509,3815,4449,4833,3194,3166,3464,4246,3426,3467
"C2R79_RS00925",956,878,1727,905,1230,832,5428,3624,4057,2530,2540,2708,1923,1827,2274,2013,1450,1630
"C2R79_RS00930",287,309,517,373,550,402,753,430,488,326,328,320,307,264,313,269,192,241
"C2R79_RS00935",27,22,35,57,101,47,918,545,672,229,193,201,406,368,467,204,169,269
"C2R79_RS00945",140,107,182,85,111,92,1558,928,1083,582,713,735,522,460,619,447,334,350
"C2R79_RS00950",71,59,104,56,58,51,1882,1082,1334,737,695,677,675,551,770,467,370,484
"C2R79_RS00955",280,291,444,185,279,211,1496,971,1156,627,707,728,584,604,667,682,559,558
"C2R79_RS00960",352,311,601,418,573,398,2039,1218,1426,1519,1299,1684,805,638,854,957,763,875
"C2R79_RS00965",36,30,47,44,73,43,1014,578,773,414,403,455,396,296,466,183,146,240
"C2R79_RS00970",159,157,276,179,246,167,1550,837,1056,824,763,839,625,565,690,593,421,536
"C2R79_RS00975",53,37,92,80,87,72,1257,725,979,769,727,780,458,409,518,565,374,438
"C2R79_RS00980",33,36,41,25,30,19,236,119,167,107,84,124,67,65,87,67,63,64
"C2R79_RS00985",287,269,422,277,385,228,3136,1885,2150,1354,1393,1585,1103,1047,1384,1436,1231,1262
"C2R79_RS00990",93,75,161,76,109,56,1462,745,917,451,483,563,472,408,508,570,345,423
"C2R79_RS00995",79,67,131,72,92,56,760,478,571,334,373,414,327,322,386,505,466,426
"C2R79_RS01025",2669,2435,4606,1672,2371,1617,5097,3473,3723,7411,8014,8099,2259,2244,2800,7499,5715,5851
"C2R79_RS01035",122,117,228,78,120,64,49,45,44,83,64,58,22,29,35,76,56,47
"C2R79_RS01040",206,186,289,195,307,207,847,478,598,396,509,557,315,278,381,481,317,369
"C2R79_RS01045",344,352,581,627,905,604,3047,1531,1875,1352,1345,1449,1024,943,1363,1292,745,1060
"C2R79_RS01050",658,608,1116,1281,1786,1162,1341,722,821,887,768,978,664,576,874,983,646,850
"C2R79_RS01055",13,18,22,7,21,15,0,1,2,0,4,5,4,2,4,0,2,1
"C2R79_RS01060",22,16,17,12,16,11,54,22,37,6,4,15,11,16,17,12,4,4
"C2R79_RS01065",1068,993,1773,776,1083,698,814,508,515,564,528,574,369,362,409,472,367,428
"C2R79_RS01070",2463,2247,4171,2583,3702,2517,6775,4259,4872,4814,4822,5234,2423,2429,3025,3695,2552,2980
"C2R79_RS01075",1031,1090,1823,1515,2139,1476,1145,671,775,1102,1040,1124,507,477,581,963,502,732
"C2R79_RS01080",1265,1201,1991,1602,2355,1530,3780,2536,2720,4332,4033,4871,1863,1933,2057,4219,3590,3701
"C2R79_RS01085",842,819,1412,1333,1922,1178,1859,1425,1530,1775,1717,1993,1234,1103,1213,2217,1979,1921
"C2R79_RS01090",1012,923,1739,893,1352,877,2506,1627,1915,954,897,1054,903,847,978,708,597,610
"C2R79_RS01095",4980,4673,8767,5394,7604,5243,3399,2254,2366,2113,2003,2278,1345,1279,1493,1471,1001,1136
"C2R79_RS01100",1620,1581,2821,1767,2616,1832,649,394,515,445,436,451,273,256,326,261,239,250
"C2R79_RS01105",175,214,321,325,483,333,1840,1025,1224,549,560,623,607,489,667,298,229,252
"C2R79_RS01125",801,750,1326,703,975,685,5041,3143,3593,2629,2686,2984,1913,1731,2236,2535,1855,1986
"C2R79_RS01130",49,52,114,45,75,56,27,16,22,36,14,35,24,15,33,35,20,26
"C2R79_RS01135",847,797,1408,651,966,651,584,412,368,403,358,453,287,289,310,529,317,402
"C2R79_RS01140",940,896,1700,661,885,588,3128,2032,2285,2405,2212,2634,1247,1065,1268,1965,1477,1699
"C2R79_RS01145",298,324,509,423,687,464,1242,693,925,702,748,893,546,477,634,765,473,671
"C2R79_RS01150",154,130,284,218,222,146,601,317,462,286,275,277,221,198,226,168,152,150
"C2R79_RS01155",197,180,318,129,235,129,585,333,425,334,257,331,183,181,190,177,96,194
"C2R79_RS01160",597,578,1147,447,625,405,1916,1155,1387,1202,1151,1338,688,556,719,689,521,597
"C2R79_RS01165",4,2,5,6,5,5,149,101,143,62,69,63,120,98,109,40,32,25
"C2R79_RS01175",1198,1073,1950,917,1355,1022,800,460,546,405,377,422,375,337,385,361,201,340
"C2R79_RS01180",3854,3804,6356,2680,3880,2580,9086,5722,6768,7013,6263,7151,3603,3346,4272,5028,3842,4233
"C2R79_RS01185",5844,5327,10030,3986,5614,3664,19299,12673,14806,14733,14476,16885,7234,6507,8247,10775,8329,8430
"C2R79_RS01195",32,24,56,26,42,17,411,222,329,269,293,326,164,142,190,116,79,93
"C2R79_RS01200",74,93,121,41,59,34,658,357,472,397,405,446,221,196,217,225,188,203
"C2R79_RS01210",63,66,128,70,96,67,188,110,97,91,67,104,74,45,67,55,37,70
"C2R79_RS01215",936,858,1762,590,751,514,1711,1029,1189,1166,1230,1220,593,557,630,1100,826,827
"C2R79_RS01220",2024,1864,3371,1828,2514,1628,1825,1020,1368,1458,1368,1575,639,607,744,1392,797,1128
"C2R79_RS01225",12,13,30,14,25,15,50,19,30,37,30,21,8,8,15,14,7,11
"C2R79_RS01230",17,21,31,30,50,29,16,8,4,10,6,11,0,3,4,3,1,5
"C2R79_RS01235",4655,4507,7923,3131,4176,2895,52596,41494,43140,19068,19610,23094,21237,21156,22690,22822,21663,19054
"C2R79_RS01240",132,105,231,95,126,103,4464,2524,3503,1106,1026,1258,1341,1064,1579,963,658,775
"C2R79_RS01245",13,11,12,15,22,9,19,18,12,21,8,28,13,5,8,5,5,6
"C2R79_RS01250",177,191,351,273,379,222,967,668,796,531,579,606,604,547,659,490,364,420
"C2R79_RS01255",814,752,1503,841,1154,803,494,425,443,463,451,490,262,271,280,332,274,243
"C2R79_RS01260",122,153,239,160,228,144,241,161,158,224,252,255,106,89,106,158,110,124
"C2R79_RS01265",453,386,688,426,586,352,1441,969,1100,335,314,364,743,692,795,454,317,381
"C2R79_RS01270",815,844,1341,680,936,638,250,186,164,158,182,168,122,134,136,146,153,127
"C2R79_RS01275",2475,2410,4290,1819,2576,1591,1497,1306,1299,1266,1143,1269,802,868,921,977,818,959
"C2R79_RS01280",11605,10584,19077,6528,9125,6352,3667,3199,3116,2742,2793,3153,2133,2229,2148,2571,2106,2143
"C2R79_RS01285",11283,10885,19444,6132,8480,5829,2401,2067,1995,2036,2023,2389,1422,1459,1344,1995,1828,1639
"C2R79_RS01290",3648,3517,6369,2941,4141,2894,3495,3161,3123,2612,2674,3216,2102,2178,2321,2627,2155,2032
"C2R79_RS01295",384,378,653,773,1114,792,2590,1626,1949,1940,1808,2138,1241,1130,1410,1555,1096,1286
"C2R79_RS01300",1795,1856,3142,2363,3411,2263,1889,1267,1384,2722,2678,2896,1220,1151,1455,2983,1886,2459
"C2R79_RS01305",1016,935,1783,918,1417,887,1049,674,838,1230,1184,1269,625,583,669,1279,884,1112
"C2R79_RS01310",891,804,1535,1212,1725,1074,2963,2363,2359,2332,2377,2520,2021,2119,2060,4869,4477,4411
"C2R79_RS01315",305,256,562,470,657,480,1603,942,1223,1045,1026,1034,653,612,777,878,513,671
"C2R79_RS01320",110,87,176,154,209,122,1179,673,933,498,455,510,552,456,585,482,382,429
"C2R79_RS01325",22,19,34,14,26,19,53,26,44,33,21,18,29,23,33,23,27,32
"C2R79_RS01330",55,61,107,100,143,80,724,434,609,237,217,227,370,315,406,244,217,247
"C2R79_RS01335",2771,2619,4634,2596,3415,2386,2329,1914,1885,2207,2060,2506,1275,1233,1445,1868,1565,1338
"C2R79_RS01345",247,253,458,311,478,298,2976,1910,2335,1662,1601,1843,1345,1216,1456,1265,902,1102
"C2R79_RS01350",209,214,380,239,343,249,320,241,279,311,293,343,177,200,206,300,182,231
"C2R79_RS01355",1140,1026,1999,1679,2289,1639,2549,1538,1934,2023,2070,2216,1435,1385,1512,2611,2114,2239
"C2R79_RS01360",447,448,752,476,577,405,1425,1048,1066,1467,1184,1507,709,678,861,1299,926,1112
"C2R79_RS01365",936,787,1461,518,716,511,3318,2124,2362,2142,2044,2604,1578,1488,1605,2877,2282,2326
"C2R79_RS01370",108,99,161,35,61,52,110,74,101,165,131,147,48,41,60,112,67,83
"C2R79_RS01380",3,1,1,0,0,0,0,2,1,2,1,1,1,2,0,0,1,0
"C2R79_RS01385",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C2R79_RS01390",13094,12484,23027,12908,18287,12047,41141,26834,30586,26086,24516,27837,16936,15425,19043,24931,19325,21239
"C2R79_RS01395",83,83,167,114,192,118,243,128,144,74,86,112,148,99,139,158,104,120
"C2R79_RS01400",2560,2306,4186,2825,3827,2740,21728,14107,15705,8629,8173,9797,9777,9450,11251,11809,8596,10372
"C2R79_RS01405",165,141,249,286,359,215,145,98,99,77,65,75,76,66,81,76,60,100
"C2R79_RS01410",1294,1152,2169,1660,2438,1611,10654,7464,8443,6284,6384,7314,4771,4558,5012,6510,5066,5556
"C2R79_RS01415",1028,1046,1737,1001,1521,928,6822,5251,5052,3357,3087,3644,2316,2603,2700,2318,2060,2042
"C2R79_RS01420",60,46,80,46,64,49,191,125,118,65,76,96,60,56,38,49,21,40
"C2R79_RS01425",484,470,912,111,142,77,2747,1768,2112,2202,2291,2758,360,351,376,359,352,267
"C2R79_RS01430",320160,305152,550094,50791,70636,49445,245305,158588,178947,212234,190881,233139,34200,36622,35803,60051,49499,51664
"C2R79_RS01440",4514,4197,8068,4601,6377,4564,6239,4176,4796,6321,6064,7103,2907,2758,3242,5902,4588,4952
"C2R79_RS01445",621,619,977,818,1218,747,3202,1898,2280,2277,2185,2489,1321,1230,1485,1556,1167,1391
"C2R79_RS01450",338,317,660,489,664,430,4789,2692,3393,1300,1437,1427,1988,1772,2425,1778,1184,1526
"C2R79_RS01455",5188,4993,8829,5732,8049,5401,12086,8401,9201,9980,10787,11617,5892,5683,6438,9102,7261,6961
